Year Month,Postal Code,Customer Class,Total Gallons
201405,78752,Irrigation - City of Austin,0
201405,78752,Commercial,23013300
201405,78753,City of Austin,22900
201405,78753,Austin Water Utility,500
201405,78753,Irrigation - City of Austin,725400
201405,78753,Irrigation - Commercial,9472200
201405,78753,Commercial,33170500
201405,78754,Austin Water Utility,136000
201405,78754,Irrigation - City of Austin,400
201405,78754,Irrigation - Commercial,4560800
201405,78754,City of Austin,324100
201405,78754,Large Volume,104468400
201405,78754,Commercial,11849300
201405,78756,Austin Water Utility,11700
201405,78756,City of Austin,55000
201405,78756,Commercial,9241400
201405,78756,Irrigation - Commercial,479000
201405,78756,Irrigation - City of Austin,0
201405,78757,Irrigation - Commercial,641400
201405,78757,Irrigation - City of Austin,0
201405,78757,City of Austin,770200
201405,78757,Commercial,15878700
201405,78758,Irrigation - City of Austin,1842100
201405,78758,City of Austin,2523600
201405,78758,Irrigation - Commercial,9350200
201405,78758,Commercial,51290100
201405,78759,City of Austin,12200
201405,78759,Irrigation - Commercial,9266400
201405,78759,Austin Water Utility,0
201405,78759,Irrigation - City of Austin,1000
201405,78759,Commercial,40047100
201406,78613,Irrigation - Commercial,1250500
201406,78613,Commercial,4528900
201406,78613,City of Austin,0
201406,78617,Austin Water Utility,47400
201406,78617,Commercial,11459900
201406,78617,Irrigation - Commercial,817000
201406,78617,Irrigation - City of Austin,0
201406,78617,City of Austin,9564900
201406,78640,Commercial,35500
201406,78652,Commercial,188300
201406,78652,Irrigation - Commercial,70700
201406,78653,Wholesale,0
201406,78653,Commercial,120500
201406,78653,Irrigation - Commercial,433700
201406,78660,Irrigation - Commercial,1694200
201406,78660,Commercial,4765600
201406,78660,Wholesale,26723500
201406,78701,Commercial,74817800
201406,78701,City of Austin,9118700
201406,78701,Large Volume,265000
201406,78701,Irrigation - City of Austin,655300
201406,78701,Austin Water Utility,184000
201406,78701,Irrigation - Commercial,3022700
201406,78702,Commercial,23615500
201406,78702,Austin Water Utility,32000
201406,78702,Irrigation - Commercial,2357900
201406,78702,City of Austin,5732200
201406,78702,Irrigation - City of Austin,651200
201406,78703,City of Austin,2166800
201406,78703,Irrigation - Commercial,1827800
201406,78703,Commercial,12420800
201406,78703,Austin Water Utility,24100
201406,78703,Irrigation - City of Austin,97900
201406,78704,Irrigation - City of Austin,422500
201406,78704,Irrigation - Commercial,4582100
201406,78704,Austin Water Utility,10600
201406,78704,City of Austin,2354700
201406,78704,Commercial,36494200
201406,78705,Irrigation - City of Austin,108700
201406,78705,Large Volume,3387100
201406,78705,Commercial,29690600
201406,78705,Irrigation - Commercial,4017200
201406,78705,City of Austin,267400
201406,78712,Irrigation - Commercial,442700
201406,78712,Large Volume,10068800
201406,78712,Commercial,8196000
201406,78712,Irrigation - City of Austin,0
201406,78712,Irrigation - Large Volume,20196000
201406,78717,Irrigation - Commercial,5892000
201406,78717,Irrigation - City of Austin,11400
201406,78717,City of Austin,7100
201406,78717,Commercial,5607600
201406,78719,Irrigation - Commercial,612000
201406,78719,Austin Water Utility,793500
201406,78719,Irrigation - City of Austin,348700
201406,78719,Commercial,5041300
201406,78719,City of Austin,1124000
201406,78719,Wholesale,1244600
201406,78721,Commercial,7423700
201406,78721,Irrigation - City of Austin,20600
201406,78721,Austin Water Utility,6400
201406,78721,Irrigation - Commercial,368200
201406,78721,City of Austin,4147800
201406,78722,Commercial,5054800
201406,78722,Irrigation - Commercial,757500
201406,78722,Irrigation - City of Austin,229300
201406,78722,City of Austin,14400
201406,78723,City of Austin,4212800
201406,78723,Irrigation - City of Austin,150300
201406,78723,Austin Water Utility,46800
201406,78723,Irrigation - Commercial,4056400
201406,78723,Commercial,16631400
201406,78724,City of Austin,5156300
201406,78724,Irrigation - City of Austin,0
201406,78724,Austin Water Utility,0
201406,78724,Commercial,7960100
201406,78724,Irrigation - Commercial,5602300
201406,78725,Large Volume,34997000
201406,78725,Wholesale,894200
201406,78725,Austin Water Utility,277500
201406,78725,Commercial,4928400
201406,78725,Irrigation - Commercial,98300
201406,78725,City of Austin,295200
201406,78726,City of Austin,9000
201406,78726,Austin Water Utility,0
201406,78726,Commercial,7611800
201406,78726,Irrigation - Commercial,3892500
201406,78727,Commercial,23629100
201406,78727,Irrigation - Commercial,8725400
201406,78727,City of Austin,61000
201406,78727,Irrigation - City of Austin,1500
201406,78728,Large Volume,4792000
201406,78728,Wholesale,38992600
201406,78728,Commercial,4724800
201406,78728,Irrigation - Commercial,3718500
201406,78729,Irrigation - City of Austin,0
201406,78729,Irrigation - Commercial,3931100
201406,78729,City of Austin,10500
201406,78729,Commercial,13390600
201406,78729,Wholesale,37603600
201406,78730,Commercial,3108000
201406,78730,Irrigation - Commercial,3831700
201406,78731,Irrigation - City of Austin,35900
201406,78731,Commercial,16438300
201406,78731,City of Austin,1419600
201406,78731,Austin Water Utility,0
201406,78731,Irrigation - Commercial,3802300
201406,78732,Commercial,1122200
201406,78735,City of Austin,263000
201406,78735,Austin Water Utility,0
201406,78735,Irrigation - Commercial,4649700
201406,78735,Commercial,9405800
201406,78735,Large Volume,25785000
201406,78735,Wholesale,957300
201406,78736,Irrigation - Commercial,119500
201406,78736,Commercial,1114900
201406,78737,Wholesale,472700
201406,78737,Commercial,350900
201406,78737,Irrigation - Commercial,322800
201406,78739,Wholesale,14081100
201406,78739,City of Austin,9000
201406,78739,Irrigation - Commercial,4134100
201406,78739,Commercial,1211400
201406,78739,Irrigation - City of Austin,1200
201406,78741,Irrigation - City of Austin,220900
201406,78741,Commercial,17167600
201406,78741,Large Volume,34328000
201406,78741,Austin Water Utility,0
201406,78741,City of Austin,1971600
201406,78741,Irrigation - Commercial,3280200
201406,78742,Commercial,585100
201406,78742,Austin Water Utility,0
201406,78742,Irrigation - Commercial,56300
201406,78744,Irrigation - Commercial,7495500
201406,78744,Wholesale,1255000
201406,78744,Commercial,30519600
201406,78744,Irrigation - City of Austin,3737200
201406,78744,Austin Water Utility,348400
201406,78744,City of Austin,478900
201406,78745,Irrigation - City of Austin,88500
201406,78745,City of Austin,2349200
201406,78745,Irrigation - Commercial,4071400
201406,78745,Commercial,29873800
201406,78745,Wholesale,6009400
201406,78746,Irrigation - Commercial,3890800
201406,78746,City of Austin,1792700
201406,78746,Commercial,13323500
201406,78746,Irrigation - City of Austin,29400
201406,78746,Wholesale,110252200
201406,78747,Commercial,1287500
201406,78747,Irrigation - Commercial,4937000
201406,78747,Austin Water Utility,0
201406,78747,Wholesale,3267000
201406,78748,City of Austin,35900
201406,78748,Wholesale,508100
201406,78748,Commercial,15781200
201406,78748,Irrigation - City of Austin,25500
201406,78748,Irrigation - Commercial,5698500
201406,78749,Austin Water Utility,100
201406,78749,Irrigation - Commercial,7600900
201406,78749,Wholesale,3234100
201406,78749,City of Austin,510200
201406,78749,Commercial,11581500
201406,78749,Irrigation - City of Austin,3100
201406,78750,Commercial,8748100
201406,78750,Austin Water Utility,469700
201406,78750,Irrigation - City of Austin,0
201406,78750,City of Austin,148200
201406,78750,Irrigation - Commercial,5821000
201406,78751,Commercial,15869900
201406,78751,City of Austin,1333800
201406,78751,Irrigation - City of Austin,1000
201406,78751,Irrigation - Commercial,595500
201406,78752,Commercial,24330400
201406,78752,Irrigation - Commercial,1801900
201406,78752,Irrigation - City of Austin,0
201406,78752,City of Austin,446700
201406,78753,Irrigation - Commercial,8934000
201406,78753,Commercial,31171200
201406,78753,Irrigation - City of Austin,117600
201406,78753,Austin Water Utility,700
201406,78753,City of Austin,22900
201406,78754,Commercial,12587800
201406,78754,Irrigation - City of Austin,37500
201406,78754,Large Volume,120134800
201406,78754,Irrigation - Commercial,5876300
201406,78754,City of Austin,429400
201406,78754,Austin Water Utility,119500
201406,78756,Commercial,10371900
201406,78756,Irrigation - Commercial,581000
201406,78756,Austin Water Utility,46700
201406,78756,Irrigation - City of Austin,0
201406,78756,City of Austin,317900
201406,78757,Irrigation - City of Austin,0
201406,78757,Irrigation - Commercial,934400
201406,78757,City of Austin,1372100
201406,78757,Commercial,16966600
201406,78758,Commercial,57108700
201406,78758,Irrigation - Commercial,11199800
201406,78758,Irrigation - City of Austin,2540600
201406,78758,City of Austin,3417800
201406,78759,Austin Water Utility,0
201406,78759,Commercial,41864700
201406,78759,Irrigation - City of Austin,900
201406,78759,City of Austin,261700
201406,78759,Irrigation - Commercial,11970000
201407,78613,City of Austin,0
201407,78613,Commercial,4725600
201407,78613,Irrigation - Commercial,1514000
201407,78617,Commercial,10899900
201407,78617,Irrigation - Commercial,860400
201407,78617,Irrigation - City of Austin,0
201407,78617,Austin Water Utility,107600
201407,78617,City of Austin,13196300
201407,78640,Commercial,46100
201407,78652,Commercial,177400
201407,78652,Irrigation - Commercial,82500
201407,78653,Wholesale,0
201407,78653,Commercial,130500
201407,78653,Irrigation - Commercial,549200
201407,78660,Wholesale,21749300
201407,78660,Commercial,5145700
201407,78660,Irrigation - Commercial,2116100
201407,78701,City of Austin,11231200
201407,78701,Commercial,79944300
201407,78701,Large Volume,282600
201407,78701,Irrigation - Commercial,3535200
201407,78701,Irrigation - City of Austin,788200
201407,78701,Austin Water Utility,214000
201407,78702,Irrigation - City of Austin,851500
201407,78702,City of Austin,6474200
201407,78702,Commercial,26065900
201407,78702,Irrigation - Commercial,2442800
201407,78702,Austin Water Utility,37000
201407,78703,Irrigation - Commercial,1869100
201407,78703,City of Austin,2314800
201407,78703,Irrigation - City of Austin,92600
201407,78703,Commercial,13613700
201407,78703,Austin Water Utility,12500
201407,78704,Commercial,35563800
201407,78704,Irrigation - City of Austin,941800
201407,78704,City of Austin,1720500
201407,78704,Irrigation - Commercial,4776100
201407,78704,Austin Water Utility,7200
201407,78705,Irrigation - Commercial,6697700
201407,78705,Large Volume,3697500
201407,78705,City of Austin,619900
201407,78705,Irrigation - City of Austin,92300
201407,78705,Commercial,31257100
201407,78712,Irrigation - City of Austin,0
201407,78712,Large Volume,8807000
201407,78712,Irrigation - Large Volume,21882000
201407,78712,Commercial,11580700
201407,78712,Irrigation - Commercial,628600
201407,78717,City of Austin,18500
201407,78717,Commercial,6148200
201407,78717,Irrigation - City of Austin,15600
201407,78717,Irrigation - Commercial,5598800
201407,78719,Irrigation - Commercial,642300
201407,78719,Wholesale,1466300
201407,78719,Austin Water Utility,663400
201407,78719,Commercial,5911800
201407,78719,Irrigation - City of Austin,178700
201407,78719,City of Austin,4188100
201407,78721,City of Austin,3978400
201407,78721,Austin Water Utility,8200
201407,78721,Irrigation - City of Austin,25700
201407,78721,Irrigation - Commercial,677500
201407,78721,Commercial,7342100
201407,78722,Commercial,4823700
201407,78722,City of Austin,18300
201407,78722,Irrigation - City of Austin,240400
201407,78722,Irrigation - Commercial,980900
201407,78723,Irrigation - City of Austin,306000
201407,78723,City of Austin,4598000
201407,78723,Irrigation - Commercial,4003600
201407,78723,Austin Water Utility,43000
201407,78723,Commercial,20945600
201407,78724,Irrigation - Commercial,7339400
201407,78724,Irrigation - City of Austin,0
201407,78724,Austin Water Utility,0
201407,78724,City of Austin,5309200
201407,78724,Commercial,7646200
201407,78725,City of Austin,312900
201407,78725,Large Volume,31938000
201407,78725,Commercial,4350500
201407,78725,Austin Water Utility,132500
201407,78725,Irrigation - Commercial,129000
201407,78725,Wholesale,962000
201407,78726,City of Austin,15000
201407,78726,Austin Water Utility,0
201407,78726,Irrigation - Commercial,3816400
201407,78726,Commercial,7615900
201407,78727,City of Austin,34000
201407,78727,Commercial,22874400
201407,78727,Irrigation - City of Austin,0
201407,78727,Irrigation - Commercial,10421400
201407,78728,Commercial,3854500
201407,78728,Irrigation - Commercial,4491300
201407,78728,Large Volume,5507000
201407,78728,Wholesale,35590800
201407,78729,Commercial,12724300
201407,78729,Irrigation - Commercial,4503800
201407,78729,City of Austin,11500
201407,78729,Irrigation - City of Austin,0
201407,78729,Wholesale,28786500
201407,78730,Commercial,3625800
201407,78730,Irrigation - Commercial,4448000
201407,78731,Irrigation - Commercial,4491100
201407,78731,Austin Water Utility,0
201407,78731,City of Austin,950400
201407,78731,Irrigation - City of Austin,41000
201407,78731,Commercial,17443200
201407,78732,Commercial,1158000
201407,78735,Wholesale,601400
201407,78735,Commercial,9720100
201407,78735,Austin Water Utility,0
201407,78735,Large Volume,25354000
201407,78735,Irrigation - Commercial,6446500
201407,78735,City of Austin,270000
201407,78736,Irrigation - Commercial,132400
201407,78736,Commercial,1405700
201407,78737,Wholesale,459400
201407,78737,Commercial,456600
201407,78737,Irrigation - Commercial,357200
201407,78739,City of Austin,7000
201407,78739,Wholesale,14010800
201407,78739,Irrigation - City of Austin,15800
201407,78739,Irrigation - Commercial,3872200
201407,78739,Commercial,1826500
201407,78741,Commercial,18978500
201407,78741,Austin Water Utility,0
201407,78741,City of Austin,3670500
201407,78741,Irrigation - Commercial,3308900
201407,78741,Large Volume,37461000
201407,78741,Irrigation - City of Austin,926500
201407,78742,Austin Water Utility,0
201407,78742,Commercial,548100
201407,78742,Irrigation - Commercial,56200
201407,78744,Wholesale,1121000
201407,78744,Austin Water Utility,325300
201407,78744,Commercial,32067600
201407,78744,Irrigation - City of Austin,3425500
201407,78744,Irrigation - Commercial,7013400
201407,78744,City of Austin,643900
201407,78745,Wholesale,6281300
201407,78745,City of Austin,1037000
201407,78745,Commercial,29724700
201407,78745,Irrigation - Commercial,4529300
201407,78745,Irrigation - City of Austin,113600
201407,78746,City of Austin,1654500
201407,78746,Wholesale,105038500
201407,78746,Commercial,14695400
201407,78746,Irrigation - Commercial,4346600
201407,78746,Irrigation - City of Austin,53000
201407,78747,Austin Water Utility,0
201407,78747,Wholesale,3419400
201407,78747,Commercial,8390900
201407,78747,Irrigation - Commercial,5691400
201407,78748,Commercial,12558900
201407,78748,Irrigation - City of Austin,5500
201407,78748,Irrigation - Commercial,6588600
201407,78748,City of Austin,37200
201407,78748,Wholesale,521400
201407,78749,Irrigation - Commercial,7952400
201407,78749,Commercial,11476700
201407,78749,Irrigation - City of Austin,2000
201407,78749,Wholesale,2981500
201407,78749,Austin Water Utility,0
201407,78749,City of Austin,231600
201407,78750,Austin Water Utility,473000
201407,78750,Commercial,8940700
201407,78750,Irrigation - Commercial,5611100
201407,78750,City of Austin,87500
201407,78750,Irrigation - City of Austin,4500
201407,78751,Commercial,18142900
201407,78751,City of Austin,3284700
201407,78751,Irrigation - City of Austin,3600
201407,78751,Irrigation - Commercial,648400
201407,78752,Irrigation - Commercial,2027100
201407,78752,City of Austin,749800
201407,78752,Commercial,24386100
201407,78752,Irrigation - City of Austin,0
201407,78753,Austin Water Utility,11300
201407,78753,Irrigation - City of Austin,279900
201407,78753,City of Austin,27200
201407,78753,Commercial,33137700
201407,78753,Irrigation - Commercial,9252700
201407,78754,Austin Water Utility,24300
201407,78754,Large Volume,138878600
201407,78754,Irrigation - Commercial,7957500
201407,78754,City of Austin,325300
201407,78754,Commercial,15148200
201407,78754,Irrigation - City of Austin,111100
201407,78756,City of Austin,257400
201407,78756,Irrigation - City of Austin,0
201407,78756,Austin Water Utility,46000
201407,78756,Irrigation - Commercial,615700
201407,78756,Commercial,10265300
201407,78757,Irrigation - City of Austin,0
201407,78757,Irrigation - Commercial,1190200
201407,78757,Commercial,17189600
201407,78757,City of Austin,1553000
201407,78758,Irrigation - Commercial,14184200
201407,78758,Irrigation - City of Austin,2844400
201407,78758,City of Austin,3741300
201407,78758,Commercial,56101600
201407,78759,Austin Water Utility,0
201407,78759,Commercial,44125500
201407,78759,Irrigation - Commercial,13070400
201407,78759,City of Austin,212500
201407,78759,Irrigation - City of Austin,1200
201408,78613,Irrigation - Commercial,2411500
201408,78613,Commercial,4710700
201408,78617,Irrigation - Commercial,2517200
201408,78617,Irrigation - City of Austin,0
201408,78617,City of Austin,13843500
201408,78617,Commercial,12126300
201408,78617,Austin Water Utility,154400
201408,78640,Commercial,299900
201408,78652,Commercial,318300
201408,78652,Irrigation - Commercial,57400
201408,78653,Commercial,152600
201408,78653,Wholesale,0
201408,78653,Irrigation - Commercial,836400
201408,78660,Irrigation - Commercial,2485300
201408,78660,Commercial,5524600
201408,78660,Wholesale,27995000
201408,78701,Austin Water Utility,285000
201408,78701,Irrigation - City of Austin,784000
201408,78701,Commercial,82769400
201408,78701,Large Volume,875300
201408,78701,City of Austin,13295300
201408,78701,Irrigation - Commercial,4199200
201408,78702,Commercial,27443800
201408,78702,Irrigation - City of Austin,989000
201408,78702,Irrigation - Commercial,2420800
201408,78702,Austin Water Utility,25100
201408,78702,City of Austin,5576100
201408,78703,Austin Water Utility,131500
201408,78703,City of Austin,2501800
201408,78703,Commercial,16184100
201408,78703,Irrigation - Commercial,2262400
201408,78703,Irrigation - City of Austin,130500
201408,78704,Austin Water Utility,6600
201408,78704,Commercial,36382400
201408,78704,Irrigation - City of Austin,911500
201408,78704,City of Austin,2170800
201408,78704,Irrigation - Commercial,5548400
201408,78705,Large Volume,3829100
201408,78705,Commercial,30291900
201408,78705,Irrigation - City of Austin,150300
201408,78705,Irrigation - Commercial,8736500
201408,78705,City of Austin,155800
201408,78712,Irrigation - City of Austin,0
201408,78712,Irrigation - Commercial,776300
201408,78712,Commercial,11284700
201408,78712,Large Volume,13024600
201408,78712,Irrigation - Large Volume,20416000
201408,78717,Commercial,7655300
201408,78717,Irrigation - City of Austin,20000
201408,78717,City of Austin,4600
201408,78717,Irrigation - Commercial,7301100
201408,78719,Austin Water Utility,758600
201408,78719,City of Austin,4057400
201408,78719,Wholesale,2034600
201408,78719,Commercial,10396800
201408,78719,Irrigation - Commercial,862800
201408,78719,Irrigation - City of Austin,417200
201408,78721,Austin Water Utility,7200
201408,78721,Commercial,7541200
201408,78721,Irrigation - City of Austin,28200
201408,78721,City of Austin,4917200
201408,78721,Irrigation - Commercial,696600
201408,78722,City of Austin,14800
201408,78722,Commercial,4792600
201408,78722,Irrigation - City of Austin,194300
201408,78722,Irrigation - Commercial,1286800
201408,78723,Austin Water Utility,40400
201408,78723,Commercial,21260800
201408,78723,Irrigation - Commercial,5610000
201408,78723,City of Austin,4395300
201408,78723,Irrigation - City of Austin,431200
201408,78724,Irrigation - Commercial,6838300
201408,78724,Commercial,10732100
201408,78724,Irrigation - City of Austin,0
201408,78724,Austin Water Utility,0
201408,78724,City of Austin,8838200
201408,78725,Austin Water Utility,233900
201408,78725,Commercial,4446500
201408,78725,Large Volume,40347000
201408,78725,Irrigation - Commercial,145900
201408,78725,City of Austin,418000
201408,78725,Wholesale,1188600
201408,78726,Austin Water Utility,0
201408,78726,Irrigation - Commercial,5095600
201408,78726,City of Austin,10000
201408,78726,Commercial,8420800
201408,78727,Irrigation - Commercial,13722900
201408,78727,Irrigation - City of Austin,12800
201408,78727,Commercial,24222300
201408,78727,City of Austin,34200
201408,78728,Large Volume,5073000
201408,78728,Irrigation - Commercial,5051300
201408,78728,Commercial,4575400
201408,78728,Wholesale,43341900
201408,78729,Wholesale,39541800
201408,78729,Commercial,13172100
201408,78729,Irrigation - Commercial,6254100
201408,78729,Irrigation - City of Austin,0
201408,78729,City of Austin,9900
201408,78730,Commercial,4041400
201408,78730,Irrigation - Commercial,4415400
201408,78731,Commercial,19025900
201408,78731,City of Austin,321400
201408,78731,Irrigation - City of Austin,36100
201408,78731,Austin Water Utility,0
201408,78731,Irrigation - Commercial,5204600
201408,78732,Commercial,1179700
201408,78735,Austin Water Utility,0
201408,78735,Irrigation - Commercial,7271000
201408,78735,Wholesale,695500
201408,78735,City of Austin,267100
201408,78735,Large Volume,31854000
201408,78735,Commercial,10179100
201408,78736,Commercial,1476200
201408,78736,Irrigation - Commercial,130100
201408,78737,Wholesale,721900
201408,78737,Commercial,416300
201408,78737,Irrigation - Commercial,624400
201408,78739,Wholesale,22689200
201408,78739,City of Austin,7000
201408,78739,Irrigation - City of Austin,34500
201408,78739,Commercial,3717700
201408,78739,Irrigation - Commercial,4856800
201408,78741,Austin Water Utility,0
201408,78741,City of Austin,3308500
201408,78741,Large Volume,37433000
201408,78741,Irrigation - Commercial,3926600
201408,78741,Commercial,19014100
201408,78741,Irrigation - City of Austin,466300
201408,78742,Austin Water Utility,1234900
201408,78742,Irrigation - Commercial,52100
201408,78742,Commercial,512000
201408,78744,Austin Water Utility,373900
201408,78744,City of Austin,457800
201408,78744,Irrigation - City of Austin,3724100
201408,78744,Wholesale,1924000
201408,78744,Irrigation - Commercial,7676200
201408,78744,Commercial,33376000
201408,78745,Irrigation - City of Austin,117700
201408,78745,Irrigation - Commercial,5469600
201408,78745,Wholesale,7953200
201408,78745,Commercial,29769000
201408,78745,City of Austin,949000
201408,78746,Irrigation - City of Austin,60000
201408,78746,Commercial,16432000
201408,78746,Irrigation - Commercial,4311200
201408,78746,City of Austin,1609000
201408,78746,Wholesale,130266000
201408,78747,Irrigation - Commercial,4857100
201408,78747,Austin Water Utility,8200
201408,78747,Wholesale,3842100
201408,78747,Commercial,6869700
201408,78748,Wholesale,675400
201408,78748,Irrigation - City of Austin,200
201408,78748,Commercial,13849300
201408,78748,City of Austin,39600
201408,78748,Irrigation - Commercial,7762300
201408,78749,Irrigation - City of Austin,3100
201408,78749,Irrigation - Commercial,11364100
201408,78749,City of Austin,241000
201408,78749,Austin Water Utility,100
201408,78749,Commercial,12260600
201408,78749,Wholesale,3062200
201408,78750,Austin Water Utility,652000
201408,78750,Irrigation - Commercial,7980900
201408,78750,Irrigation - City of Austin,28600
201408,78750,Commercial,10345000
201408,78750,City of Austin,85500
201408,78751,Irrigation - City of Austin,2200
201408,78751,City of Austin,1486800
201408,78751,Commercial,19290800
201408,78751,Irrigation - Commercial,569500
201408,78752,City of Austin,1001200
201408,78752,Irrigation - City of Austin,0
201408,78752,Commercial,25527400
201408,78752,Irrigation - Commercial,2337600
201408,78753,Austin Water Utility,1200
201408,78753,Commercial,35997900
201408,78753,Irrigation - City of Austin,436000
201408,78753,Irrigation - Commercial,12255800
201408,78753,City of Austin,24700
201408,78754,City of Austin,501500
201408,78754,Irrigation - City of Austin,92900
201408,78754,Commercial,14201800
201408,78754,Irrigation - Commercial,8204000
201408,78754,Austin Water Utility,22900
201408,78754,Large Volume,115281100
201408,78756,Irrigation - City of Austin,0
201408,78756,Austin Water Utility,58300
201408,78756,Commercial,10922400
201408,78756,City of Austin,197900
201408,78756,Irrigation - Commercial,673300
201408,78757,Irrigation - City of Austin,0
201408,78757,City of Austin,1528500
201408,78757,Commercial,19663100
201408,78757,Irrigation - Commercial,947100
201408,78758,Commercial,56821200
201408,78758,Irrigation - Commercial,15480800
201408,78758,Irrigation - City of Austin,2933200
201408,78758,City of Austin,5858400
201408,78759,Austin Water Utility,0
201408,78759,City of Austin,113400
201408,78759,Irrigation - City of Austin,2600
201408,78759,Commercial,45364600
201408,78759,Irrigation - Commercial,13763200
201409,78613,Irrigation - Commercial,2486500
201409,78613,Commercial,4102800
201409,78617,Austin Water Utility,129000
201409,78617,Commercial,15218300
201409,78617,Irrigation - Commercial,4532100
201409,78617,City of Austin,15977400
201409,78617,Irrigation - City of Austin,0
201409,78640,Commercial,0
201409,78652,Irrigation - Commercial,43400
201409,78652,Commercial,1166600
201409,78653,Irrigation - Commercial,711900
201409,78653,Wholesale,0
201409,78653,Commercial,131800
201409,78660,Wholesale,30402700
201409,78660,Irrigation - Commercial,3381000
201409,78660,Commercial,5255200
201409,78681,Commercial,229800
201409,78701,City of Austin,12150800
201409,78701,Commercial,91102000
201409,78701,Austin Water Utility,340000
201409,78701,Large Volume,1026100
201409,78701,Irrigation - Commercial,5196300
201409,78701,Irrigation - City of Austin,705900
201409,78702,Irrigation - Commercial,2636200
201409,78702,Irrigation - City of Austin,1540700
201409,78702,Austin Water Utility,16100
201409,78702,City of Austin,5391600
201409,78702,Commercial,30537400
201409,78703,City of Austin,2610900
201409,78703,Commercial,14944500
201409,78703,Irrigation - Commercial,2573000
201409,78703,Irrigation - City of Austin,210400
201409,78703,Austin Water Utility,51000
201409,78704,City of Austin,4239300
201409,78704,Irrigation - Commercial,6068800
201409,78704,Commercial,40057900
201409,78704,Irrigation - City of Austin,1010000
201409,78704,Austin Water Utility,10100
201409,78705,Commercial,35059000
201409,78705,Irrigation - City of Austin,140900
201409,78705,Irrigation - Commercial,11601000
201409,78705,City of Austin,194600
201409,78705,Large Volume,3902500
201409,78712,Irrigation - City of Austin,0
201409,78712,Large Volume,15503900
201409,78712,Commercial,14024000
201409,78712,Irrigation - Commercial,1165000
201409,78712,Irrigation - Large Volume,26468000
201409,78717,City of Austin,6300
201409,78717,Commercial,9483700
201409,78717,Irrigation - City of Austin,15800
201409,78717,Irrigation - Commercial,8244000
201409,78719,City of Austin,2778000
201409,78719,Irrigation - Commercial,1027600
201409,78719,Wholesale,2224100
201409,78719,Irrigation - City of Austin,430700
201409,78719,Austin Water Utility,705600
201409,78719,Commercial,10497700
201409,78721,Austin Water Utility,9400
201409,78721,City of Austin,2646400
201409,78721,Irrigation - City of Austin,29600
201409,78721,Commercial,9732200
201409,78721,Irrigation - Commercial,1202700
201409,78722,Irrigation - City of Austin,123500
201409,78722,Commercial,5214000
201409,78722,Irrigation - Commercial,1401900
201409,78722,City of Austin,16200
201409,78723,Austin Water Utility,50400
201409,78723,Commercial,19212200
201409,78723,Irrigation - City of Austin,872700
201409,78723,Irrigation - Commercial,5552300
201409,78723,City of Austin,4870600
201409,78724,Irrigation - Commercial,8069500
201409,78724,Commercial,10323800
201409,78724,City of Austin,6700300
201409,78724,Austin Water Utility,0
201409,78724,Irrigation - City of Austin,0
201409,78725,Austin Water Utility,139600
201409,78725,Irrigation - Commercial,161000
201409,78725,City of Austin,359600
201409,78725,Commercial,4942700
201409,78725,Large Volume,36587000
201409,78725,Wholesale,1174400
201409,78726,Irrigation - Commercial,4881400
201409,78726,City of Austin,11000
201409,78726,Austin Water Utility,0
201409,78726,Commercial,8179900
201409,78727,Irrigation - City of Austin,17200
201409,78727,City of Austin,38500
201409,78727,Commercial,22199000
201409,78727,Irrigation - Commercial,12412500
201409,78728,Irrigation - Commercial,6183600
201409,78728,Large Volume,4862000
201409,78728,Commercial,4897600
201409,78728,Wholesale,49808400
201409,78729,Irrigation - City of Austin,0
201409,78729,Wholesale,45888800
201409,78729,Commercial,13586100
201409,78729,City of Austin,9000
201409,78729,Irrigation - Commercial,7902600
201409,78730,Commercial,3649200
201409,78730,Irrigation - Commercial,3851400
201409,78731,Commercial,20908700
201409,78731,Irrigation - City of Austin,52100
201409,78731,City of Austin,1548200
201409,78731,Austin Water Utility,0
201409,78731,Irrigation - Commercial,5493800
201409,78732,City of Austin,0
201409,78732,Austin Water Utility,143300
201409,78732,Commercial,108500
201409,78735,Commercial,11187900
201409,78735,Irrigation - Commercial,7360100
201409,78735,City of Austin,277400
201409,78735,Large Volume,26726000
201409,78735,Wholesale,548400
201409,78735,Austin Water Utility,0
201409,78736,Irrigation - Commercial,301400
201409,78736,Commercial,1615000
201409,78737,Commercial,486000
201409,78737,Wholesale,675200
201409,78737,Irrigation - Commercial,531400
201409,78739,Irrigation - City of Austin,43900
201409,78739,Commercial,4453200
201409,78739,Irrigation - Commercial,5977100
201409,78739,Wholesale,30621600
201409,78739,City of Austin,8000
201409,78741,City of Austin,3827600
201409,78741,Irrigation - Commercial,5078200
201409,78741,Irrigation - City of Austin,874900
201409,78741,Large Volume,40024000
201409,78741,Austin Water Utility,0
201409,78741,Commercial,22063400
201409,78742,Irrigation - Commercial,59800
201409,78742,Austin Water Utility,0
201409,78742,Commercial,553100
201409,78744,Wholesale,3244000
201409,78744,Commercial,38129600
201409,78744,Austin Water Utility,442200
201409,78744,City of Austin,412400
201409,78744,Irrigation - City of Austin,3070700
201409,78744,Irrigation - Commercial,10667700
201409,78745,Commercial,33989900
201409,78745,City of Austin,1489100
201409,78745,Wholesale,5745500
201409,78745,Irrigation - City of Austin,218600
