year_month,postal_code,customer_class,total_gallons
201701,78726,Irrigation - Multi-Family,1620700.000000
201705,78757,Irrigation - Multi-Family,255300.000000
201701,78750,Irrigation - Multi-Family,893900.000000
201705,78652,Irrigation - Residential,85400.000000
201701,78704,Residential,39753900.000000
201705,78731,Multi-Family,17980500.000000
201702,78735,Multi-Family,8835200.000000
201701,78652,Irrigation - Residential,8000.000000
201701,78702,Irrigation - Residential,12900.000000
201612,78704,Multi-Family,52584600.000000
201702,78702,Irrigation - Residential,1000.000000
201702,78727,Residential,26844900.000000
201702,78652,Irrigation - Residential,7400.000000
201705,78753,Multi-Family,53645400.000000
201612,78749,Residential,48500300.000000
201612,78744,Residential,48357100.000000
201703,78704,Irrigation - Multi-Family,2341400.000000
201704,78737,Residential,6661200.000000
201704,78730,Residential,19060800.000000
201704,78727,Multi-Family,19327700.000000
201705,78727,Irrigation - Residential,11100.000000
201703,78745,Multi-Family,31240500.000000
201704,78757,Residential,28680600.000000
201704,78717,Residential,32325500.000000
201704,78726,Irrigation - Multi-Family,2798900.000000
201705,78739,Irrigation - Multi-Family,0.000000
201612,78758,Multi-Family,51229800.000000
201612,78728,Multi-Family,7136400.000000
201704,78758,Irrigation - Residential,31100.000000
201705,78744,Residential,47489800.000000
201701,78735,Multi-Family,10235100.000000
201702,78758,Irrigation - Residential,15700.000000
201701,78757,Residential,28212300.000000
201704,78702,Multi-Family,10812900.000000
201612,78732,Residential,340600.000000
201612,78753,Irrigation - Multi-Family,3185200.000000
201705,78705,Residential,8863400.000000
201703,78729,Multi-Family,20491100.000000
201701,78742,Residential,643500.000000
201612,78721,Residential,12349400.000000
201704,78723,Irrigation - Residential,13900.000000
201705,78723,Residential,33417000.000000
201702,78751,Multi-Family,11830900.000000
201702,78723,Irrigation - Multi-Family,173200.000000
201612,78722,Residential,7605000.000000
201704,78749,Residential,49253300.000000
201701,78754,Irrigation - Multi-Family,1110600.000000
201702,78705,Multi-Family,34563000.000000
201703,78737,Irrigation - Residential,2800.000000
201612,78705,Multi-Family,34124500.000000
201702,78744,Irrigation - Multi-Family,1476500.000000
201701,78749,Multi-Family,15315300.000000
201705,78702,Residential,25308500.000000
201701,78750,Multi-Family,13619400.000000
201701,78726,Residential,13842300.000000
201702,78759,Multi-Family,32444200.000000
201702,78731,Irrigation - Residential,227700.000000
201702,78653,Multi-Family,55000.000000
201702,78751,Irrigation - Residential,25600.000000
201703,78660,Irrigation - Multi-Family,1328500.000000
201702,78729,Residential,16634600.000000
201703,78717,Irrigation - Residential,15800.000000
201612,78741,Irrigation - Residential,14800.000000
201612,78660,Irrigation - Multi-Family,1313200.000000
201702,78703,Residential,35141800.000000
201705,78752,Residential,11177200.000000
201701,78722,Multi-Family,2637000.000000
201701,78747,Multi-Family,8035300.000000
201705,78749,Irrigation - Residential,23000.000000
201705,78652,Residential,2406700.000000
201703,78750,Irrigation - Multi-Family,1032500.000000
201612,78745,Irrigation - Residential,32500.000000
201701,78731,Residential,47812500.000000
201704,78730,Multi-Family,4586300.000000
201705,78748,Multi-Family,22125600.000000
201612,78748,Irrigation - Multi-Family,4347000.000000
201705,78653,Residential,827600.000000
201701,78728,Irrigation - Residential,3000.000000
201702,78756,Multi-Family,5958700.000000
201703,78754,Irrigation - Multi-Family,1766600.000000
201701,78730,Irrigation - Multi-Family,399600.000000
201703,78746,Irrigation - Multi-Family,397900.000000
201701,78757,Irrigation - Multi-Family,133600.000000
201702,78754,Residential,17955200.000000
201704,78749,Irrigation - Multi-Family,2479000.000000
201612,78737,Residential,5551500.000000
201703,78723,Multi-Family,22341400.000000
201705,78742,Irrigation - Multi-Family,100200.000000
201701,78754,Multi-Family,16268200.000000
201703,78729,Irrigation - Residential,1500.000000
201703,78705,Irrigation - Multi-Family,424600.000000
201704,78660,Residential,7994500.000000
201612,78730,Multi-Family,5583200.000000
201705,78705,Multi-Family,37258800.000000
201701,78719,Residential,1493700.000000
201701,78748,Residential,61171300.000000
201612,78754,Residential,19723500.000000
201612,78759,Irrigation - Residential,24800.000000
201701,78744,Multi-Family,32787500.000000
201704,78729,Residential,19482900.000000
201612,78721,Irrigation - Residential,10500.000000
201706,78613,Multi-Family,2744400.000000
201702,78750,Irrigation - Multi-Family,672600.000000
201701,78737,Residential,5757900.000000
201612,78731,Irrigation - Residential,372700.000000
201703,78758,Residential,35119700.000000
201702,78724,Irrigation - Residential,18200.000000
201612,78756,Residential,10931400.000000
201704,78746,Irrigation - Multi-Family,436200.000000
201612,78727,Irrigation - Multi-Family,3442900.000000
201704,78723,Multi-Family,21962200.000000
201704,78704,Irrigation - Residential,170800.000000
201612,78751,Residential,14411800.000000
201702,78744,Irrigation - Residential,37700.000000
201612,78702,Residential,23938000.000000
201703,78722,Multi-Family,2494900.000000
201702,78719,Multi-Family,348900.000000
201702,78751,Residential,12861300.000000
201703,78749,Residential,46867700.000000
201702,78660,Irrigation - Residential,14600.000000
201702,78731,Residential,37967900.000000
201701,78745,Residential,66638200.000000
201701,78749,Irrigation - Residential,37100.000000
201612,78653,Multi-Family,101500.000000
201701,78749,Irrigation - Multi-Family,1827600.000000
201612,78617,Irrigation - Residential,5600.000000
201705,78702,Irrigation - Residential,14700.000000
201701,78721,Residential,13309600.000000
201705,78732,Residential,261800.000000
201704,78756,Irrigation - Residential,59000.000000
201703,78701,Irrigation - Multi-Family,403500.000000
201701,78724,Multi-Family,12163900.000000
201612,78746,Multi-Family,12539800.000000
201705,78750,Irrigation - Multi-Family,1863300.000000
201704,78751,Irrigation - Multi-Family,490300.000000
201705,78728,Irrigation - Residential,8300.000000
201703,78613,Irrigation - Multi-Family,624100.000000
201702,78701,Residential,598300.000000
201703,78754,Irrigation - Residential,20200.000000
201704,78754,Irrigation - Multi-Family,1078400.000000
201704,78721,Irrigation - Multi-Family,88200.000000
201701,78758,Irrigation - Residential,19500.000000
201612,78729,Irrigation - Multi-Family,2366000.000000
201704,78759,Irrigation - Residential,66700.000000
201704,78741,Multi-Family,70221500.000000
201705,78717,Irrigation - Multi-Family,6134300.000000
201703,78722,Irrigation - Multi-Family,47700.000000
201612,78717,Irrigation - Residential,18700.000000
201705,78741,Irrigation - Residential,43500.000000
201612,78722,Multi-Family,2897500.000000
201705,78617,Irrigation - Multi-Family,5600.000000
201703,78741,Irrigation - Residential,29900.000000
201612,78736,Residential,10394600.000000
201703,78705,Residential,8124700.000000
201704,78701,Irrigation - Residential,21400.000000
201703,78728,Residential,4973600.000000
201702,78747,Residential,18607600.000000
201701,78723,Irrigation - Residential,2200.000000
201704,78745,Residential,62358400.000000
201611,78757,Residential,33935400.000000
201612,78741,Residential,17119500.000000
201705,78722,Multi-Family,3371900.000000
201701,78705,Multi-Family,29125700.000000
201703,78759,Multi-Family,39975800.000000
201611,78758,Irrigation - Residential,20800.000000
201701,78738,Residential,0.000000
201701,78617,Multi-Family,4734300.000000
201702,78728,Residential,4239300.000000
201705,78747,Residential,24966100.000000
201612,78754,Irrigation - Multi-Family,2176200.000000
201611,78753,Multi-Family,56600400.000000
201701,78751,Irrigation - Residential,52400.000000
201702,78745,Irrigation - Residential,131700.000000
201705,78756,Irrigation - Multi-Family,637800.000000
201702,78739,Residential,26279000.000000
201701,78756,Irrigation - Residential,52100.000000
201702,78724,Multi-Family,10907800.000000
201705,78751,Multi-Family,12982200.000000
201704,78747,Irrigation - Residential,14900.000000
201701,78730,Irrigation - Residential,78400.000000
201612,78703,Multi-Family,11514300.000000
201705,78701,Irrigation - Multi-Family,537900.000000
201702,78757,Irrigation - Residential,43400.000000
201705,78753,Residential,41069000.000000
201612,78750,Residential,39642400.000000
201705,78757,Irrigation - Residential,51600.000000
201702,78717,Irrigation - Multi-Family,2089900.000000
201701,78727,Irrigation - Multi-Family,2612600.000000
201612,78652,Residential,2306300.000000
201612,78747,Irrigation - Multi-Family,624600.000000
201704,78754,Irrigation - Residential,43900.000000
201701,78704,Irrigation - Residential,54200.000000
201702,78617,Irrigation - Multi-Family,4600.000000
201702,78735,Irrigation - Multi-Family,917300.000000
201703,78749,Irrigation - Multi-Family,2060700.000000
201612,78723,Irrigation - Multi-Family,279300.000000
201705,78735,Irrigation - Multi-Family,3167000.000000
201701,78702,Multi-Family,12146100.000000
201704,78732,Residential,168200.000000
201702,78704,Irrigation - Residential,79000.000000
201704,78750,Residential,44568300.000000
201703,78701,Residential,796700.000000
201703,78753,Multi-Family,56528000.000000
201702,78741,Multi-Family,66942900.000000
201701,78745,Multi-Family,34221100.000000
201705,78728,Multi-Family,8730400.000000
201612,78742,Multi-Family,198100.000000
201612,78726,Irrigation - Multi-Family,2060700.000000
201704,78725,Residential,2722500.000000
201704,78728,Residential,5031600.000000
201704,78739,Residential,34017200.000000
201701,78653,Residential,806800.000000
201701,78736,Irrigation - Multi-Family,600200.000000
201612,78749,Irrigation - Residential,39000.000000
201705,78660,Multi-Family,1125000.000000
201702,78728,Irrigation - Multi-Family,1708400.000000
201705,78728,Irrigation - Multi-Family,2958200.000000
201703,78726,Irrigation - Multi-Family,2261600.000000
201612,78717,Residential,25766800.000000
201703,78722,Irrigation - Residential,0.000000
201702,78613,Multi-Family,2414500.000000
201612,78753,Multi-Family,59656400.000000
201701,78752,Residential,11369900.000000
201703,78660,Residential,8011900.000000
201612,78729,Irrigation - Residential,3600.000000
201612,78758,Irrigation - Residential,15200.000000
201612,78736,Multi-Family,3502300.000000
201705,78741,Multi-Family,69505100.000000
201703,78730,Residential,16065700.000000
201705,78613,Multi-Family,2613800.000000
201704,78747,Irrigation - Multi-Family,383700.000000
201703,78704,Residential,39200700.000000
201705,78729,Multi-Family,20787300.000000
201701,78724,Residential,20107700.000000
201702,78732,Residential,134000.000000
201703,78756,Residential,9371500.000000
201702,78749,Irrigation - Multi-Family,1603800.000000
201703,78735,Residential,14473100.000000
201705,78759,Residential,69086000.000000
201704,78724,Irrigation - Residential,15500.000000
201702,78701,Irrigation - Residential,32600.000000
201704,78748,Multi-Family,20997000.000000
201702,78759,Residential,41236500.000000
201702,78753,Irrigation - Residential,1600.000000
201703,78726,Residential,13111700.000000
201612,78754,Irrigation - Residential,31300.000000
201702,78742,Residential,565500.000000
201704,78705,Residential,8355100.000000
201702,78729,Multi-Family,19931100.000000
201702,78660,Residential,6525300.000000
201703,78730,Multi-Family,5200800.000000
201701,78753,Irrigation - Multi-Family,1775000.000000
201701,78759,Irrigation - Residential,24500.000000
201703,78725,Multi-Family,165200.000000
201612,78724,Multi-Family,12268000.000000
201701,78719,Multi-Family,399700.000000
201705,78742,Residential,609200.000000
201612,78660,Residential,7106300.000000
201702,78730,Residential,13883200.000000
201612,78730,Residential,18049300.000000
201703,78717,Multi-Family,12934300.000000
201705,78751,Irrigation - Multi-Family,679200.000000
201701,78744,Irrigation - Residential,43200.000000
201702,78717,Residential,22109400.000000
201612,78747,Irrigation - Residential,0.000000
201612,78725,Multi-Family,167400.000000
201705,78747,Irrigation - Multi-Family,642200.000000
201702,78757,Multi-Family,10710600.000000
201702,78753,Residential,31821500.000000
201705,78735,Residential,23506900.000000
201701,78731,Irrigation - Multi-Family,317200.000000
201704,78722,Multi-Family,2102300.000000
201702,78725,Irrigation - Residential,0.000000
201705,78754,Irrigation - Multi-Family,1576800.000000
201612,78736,Irrigation - Residential,14200.000000
201704,78660,Irrigation - Multi-Family,883900.000000
201703,78747,Irrigation - Multi-Family,130900.000000
201703,78752,Residential,10616300.000000
201611,78759,Irrigation - Residential,103300.000000
201612,78756,Multi-Family,6433800.000000
201704,78742,Multi-Family,219500.000000
201702,78748,Irrigation - Residential,20900.000000
201612,78729,Residential,18245000.000000
201701,78746,Irrigation - Residential,248100.000000
201611,78756,Irrigation - Residential,53400.000000
201704,78759,Multi-Family,34537300.000000
201701,78724,Irrigation - Residential,19500.000000
201612,78719,Residential,1518300.000000
201611,78754,Irrigation - Residential,29800.000000
201704,78613,Irrigation - Multi-Family,1007700.000000
201702,78741,Residential,16741300.000000
201612,78726,Irrigation - Residential,31800.000000
201612,78617,Residential,18629900.000000
201612,78759,Residential,49152800.000000
201701,78739,Irrigation - Multi-Family,0.000000
201701,78717,Residential,26552100.000000
201612,78750,Multi-Family,12073000.000000
201705,78746,Multi-Family,12715800.000000
201703,78702,Irrigation - Residential,2000.000000
201705,78724,Irrigation - Residential,20100.000000
201702,78746,Residential,26690000.000000
201612,78751,Multi-Family,13798900.000000
201703,78617,Irrigation - Multi-Family,3900.000000
201701,78729,Residential,18768300.000000
201703,78751,Multi-Family,13311500.000000
201705,78721,Residential,13081500.000000
201702,78721,Irrigation - Multi-Family,88500.000000
201612,78746,Irrigation - Multi-Family,553200.000000
201705,78742,Multi-Family,217300.000000
201612,78724,Irrigation - Multi-Family,457500.000000
201705,78731,Irrigation - Residential,575600.000000
201705,78721,Multi-Family,4398700.000000
201701,78728,Multi-Family,7183900.000000
201704,78729,Multi-Family,20069100.000000
201703,78723,Irrigation - Multi-Family,202800.000000
201705,78758,Residential,40326400.000000
201702,78701,Irrigation - Multi-Family,315300.000000
201701,78736,Irrigation - Residential,11900.000000
201703,78747,Irrigation - Residential,800.000000
201702,78723,Irrigation - Residential,8500.000000
201612,78703,Residential,41083800.000000
201704,78704,Irrigation - Multi-Family,2911500.000000
201705,78736,Irrigation - Multi-Family,742800.000000
201705,78617,Residential,18833100.000000
201705,78703,Multi-Family,11384200.000000
201701,78613,Multi-Family,3121600.000000
201701,78703,Multi-Family,12000700.000000
201703,78757,Irrigation - Multi-Family,144700.000000
201704,78736,Residential,10715300.000000
201701,78701,Irrigation - Residential,40500.000000
201704,78756,Residential,9721200.000000
201703,78742,Multi-Family,222700.000000
201705,78730,Irrigation - Residential,142600.000000
201704,78744,Irrigation - Residential,46200.000000
201701,78660,Multi-Family,2282500.000000
201702,78736,Irrigation - Residential,6500.000000
201704,78736,Multi-Family,3281900.000000
201704,78751,Irrigation - Residential,24800.000000
201705,78726,Multi-Family,12816200.000000
201702,78758,Irrigation - Multi-Family,1403700.000000
201704,78701,Multi-Family,16467400.000000
201612,78748,Irrigation - Residential,30200.000000
201612,78702,Irrigation - Multi-Family,468200.000000
201612,78725,Residential,2736200.000000
201704,78722,Irrigation - Multi-Family,53500.000000
201705,78727,Irrigation - Multi-Family,6654500.000000
201705,78703,Residential,57061400.000000
201701,78747,Irrigation - Multi-Family,573300.000000
201703,78751,Irrigation - Residential,18000.000000
201705,78748,Residential,68141700.000000
201705,78722,Irrigation - Multi-Family,12100.000000
201704,78729,Irrigation - Multi-Family,2423200.000000
201701,78723,Residential,30412500.000000
201703,78703,Irrigation - Residential,688800.000000
201704,78758,Multi-Family,47903600.000000
201704,78717,Irrigation - Residential,24600.000000
201705,78725,Irrigation - Residential,0.000000
201703,78739,Residential,28173500.000000
201611,78756,Irrigation - Multi-Family,372500.000000
201702,78748,Multi-Family,19924300.000000
201702,78705,Residential,7573900.000000
201612,78727,Irrigation - Residential,10700.000000
201701,78717,Irrigation - Multi-Family,1905400.000000
201704,78744,Residential,47372400.000000
201705,78723,Irrigation - Residential,9200.000000
201702,78741,Irrigation - Multi-Family,1964100.000000
201701,78742,Irrigation - Multi-Family,134000.000000
201705,78745,Multi-Family,32093700.000000
201705,78725,Residential,2962400.000000
201705,78744,Irrigation - Residential,64300.000000
201702,78722,Multi-Family,2941800.000000
201703,78748,Irrigation - Multi-Family,3795700.000000
201703,78653,Multi-Family,67600.000000
201702,78746,Multi-Family,11633200.000000
201703,78751,Irrigation - Multi-Family,438600.000000
201704,78702,Residential,23268300.000000
201705,78754,Residential,24796100.000000
201703,78747,Multi-Family,7191400.000000
201703,78719,Residential,1381500.000000
201704,78728,Multi-Family,8278700.000000
201702,78726,Irrigation - Multi-Family,1655300.000000
201705,78758,Irrigation - Residential,36800.000000
201702,78756,Irrigation - Multi-Family,78500.000000
201612,78739,Residential,33887700.000000
201705,78719,Residential,1671500.000000
201703,78741,Residential,16482000.000000
201705,78617,Irrigation - Residential,4700.000000
201703,78757,Multi-Family,12279000.000000
201705,78752,Irrigation - Multi-Family,261500.000000
201701,78728,Irrigation - Multi-Family,2762200.000000
201704,78735,Multi-Family,9074400.000000
201703,78724,Irrigation - Residential,24900.000000
201702,78736,Residential,8927900.000000
201705,78729,Irrigation - Multi-Family,2847700.000000
201705,78703,Irrigation - Multi-Family,476000.000000
201701,78703,Irrigation - Multi-Family,307500.000000
201701,78660,Irrigation - Residential,33600.000000
201703,78736,Irrigation - Multi-Family,667600.000000
201705,78736,Residential,14277600.000000
201703,78744,Multi-Family,30581800.000000
201701,78701,Multi-Family,15207100.000000
201702,78703,Irrigation - Residential,569100.000000
201704,78617,Irrigation - Multi-Family,6100.000000
201612,78744,Multi-Family,30572800.000000
201705,78704,Residential,47797300.000000
201701,78732,Residential,245000.000000
201612,78748,Residential,61502300.000000
201705,78660,Residential,9935500.000000
201703,78726,Multi-Family,12643500.000000
201704,78753,Irrigation - Multi-Family,3358000.000000
201702,78617,Multi-Family,4010600.000000
201612,78723,Irrigation - Residential,7900.000000
201612,78752,Residential,11057000.000000
201701,78747,Residential,21648000.000000
201705,78759,Irrigation - Multi-Family,1416900.000000
201703,78660,Irrigation - Residential,31600.000000
201612,78757,Residential,28261900.000000
201703,78731,Residential,45131000.000000
201705,78724,Irrigation - Multi-Family,158100.000000
201701,78752,Irrigation - Multi-Family,105500.000000
201702,78750,Residential,33521700.000000
201703,78732,Residential,149600.000000
201704,78703,Residential,43562200.000000
201704,78724,Residential,17651700.000000
201703,78703,Multi-Family,11237600.000000
201701,78725,Multi-Family,139300.000000
201704,78725,Multi-Family,141000.000000
201702,78722,Residential,6442100.000000
201701,78741,Irrigation - Multi-Family,1345600.000000
201702,78704,Multi-Family,48477700.000000
201705,78745,Irrigation - Residential,53000.000000
201702,78702,Irrigation - Multi-Family,391700.000000
201703,78652,Irrigation - Residential,9000.000000
201702,78726,Multi-Family,10895100.000000
201702,78752,Multi-Family,17247800.000000
201612,78705,Residential,8375900.000000
201703,78730,Irrigation - Residential,67900.000000
201702,78742,Multi-Family,215100.000000
201703,78727,Residential,30736600.000000
201702,78758,Multi-Family,46663700.000000
201701,78753,Multi-Family,61476800.000000
201702,78730,Irrigation - Residential,78500.000000
201703,78724,Multi-Family,11821700.000000
201612,78731,Irrigation - Multi-Family,450400.000000
201703,78721,Multi-Family,4539800.000000
201612,78704,Residential,40116100.000000
201701,78759,Multi-Family,36091400.000000
201704,78652,Irrigation - Residential,84700.000000
201701,78735,Residential,15429800.000000
201705,78750,Residential,59621800.000000
201702,78705,Irrigation - Multi-Family,368100.000000
201705,78719,Multi-Family,385900.000000
201705,78737,Residential,8855900.000000
201701,78721,Irrigation - Residential,3800.000000
201612,78744,Irrigation - Multi-Family,3667600.000000
201705,78756,Irrigation - Residential,71500.000000
201702,78754,Multi-Family,13212100.000000
201707,78701,Multi-Family,15250400.000000
201706,78705,Irrigation - Multi-Family,597700.000000
201706,78724,Irrigation - Residential,22200.000000
201706,78737,Irrigation - Residential,9300.000000
201706,78701,Irrigation - Residential,96400.000000
201707,78702,Residential,28544100.000000
201706,78722,Multi-Family,2712600.000000
201706,78725,Residential,3009500.000000
201706,78726,Multi-Family,13063200.000000
201706,78730,Irrigation - Multi-Family,1193800.000000
201706,78729,Irrigation - Multi-Family,3195300.000000
201707,78617,Residential,21950900.000000
201706,78751,Irrigation - Multi-Family,907800.000000
201706,78738,Residential,1300.000000
201706,78750,Irrigation - Multi-Family,2322800.000000
201706,78721,Multi-Family,4733500.000000
201706,78747,Residential,27265400.000000
201707,78613,Irrigation - Multi-Family,3313000.000000
201706,78757,Multi-Family,12996600.000000
201706,78702,Irrigation - Residential,3400.000000
201706,78717,Irrigation - Multi-Family,7578900.000000
201706,78617,Residential,20374200.000000
201707,78701,Irrigation - Residential,100800.000000
201706,78756,Residential,11886200.000000
201706,78745,Residential,71106500.000000
201707,78613,Multi-Family,3044400.000000
201706,78756,Irrigation - Multi-Family,635600.000000
201706,78752,Residential,12209900.000000
201706,78728,Multi-Family,9119400.000000
201706,78705,Residential,9474300.000000
201706,78741,Residential,19083400.000000
201706,78749,Residential,66073100.000000
201706,78748,Irrigation - Multi-Family,9714100.000000
201706,78746,Residential,46866900.000000
201706,78701,Irrigation - Multi-Family,657300.000000
201707,78702,Irrigation - Multi-Family,1389500.000000
201706,78756,Irrigation - Residential,166600.000000
201706,78723,Multi-Family,22662300.000000
201706,78728,Residential,6280900.000000
201707,78653,Multi-Family,285500.000000
201706,78653,Irrigation - Multi-Family,49300.000000
201706,78749,Irrigation - Residential,29400.000000
201706,78742,Multi-Family,214100.000000
201707,78703,Irrigation - Residential,1741100.000000
201706,78759,Irrigation - Residential,127600.000000
201706,78735,Residential,21401800.000000
201706,78744,Residential,48847900.000000
201706,78703,Irrigation - Residential,1427700.000000
201706,78719,Multi-Family,462900.000000
201706,78753,Irrigation - Multi-Family,5511500.000000
201706,78724,Irrigation - Multi-Family,185000.000000
201706,78748,Irrigation - Residential,23700.000000
201706,78704,Residential,48632100.000000
201706,78753,Multi-Family,59795300.000000
201706,78741,Irrigation - Residential,55000.000000
201707,78660,Irrigation - Multi-Family,3091900.000000
201706,78660,Multi-Family,1172900.000000
201706,78731,Irrigation - Multi-Family,868300.000000
201706,78745,Irrigation - Residential,44700.000000
201706,78727,Residential,39925600.000000
201706,78758,Irrigation - Residential,48900.000000
201707,78617,Irrigation - Residential,10100.000000
201706,78751,Residential,16185500.000000
201706,78753,Residential,43374200.000000
201706,78736,Irrigation - Residential,22500.000000
201706,78725,Irrigation - Residential,0.000000
201706,78739,Irrigation - Residential,0.000000
201706,78746,Multi-Family,11976700.000000
201706,78704,Irrigation - Multi-Family,4505500.000000
201706,78747,Irrigation - Multi-Family,906300.000000
201706,78754,Irrigation - Residential,77700.000000
201706,78722,Irrigation - Multi-Family,70400.000000
201706,78725,Multi-Family,188700.000000
201707,78660,Multi-Family,1193600.000000
201706,78729,Residential,24674900.000000
201706,78660,Irrigation - Multi-Family,2972100.000000
201706,78744,Multi-Family,31348400.000000
201707,78653,Irrigation - Multi-Family,47800.000000
201706,78758,Multi-Family,52763400.000000
201706,78741,Multi-Family,77317100.000000
201706,78652,Residential,3035200.000000
201707,78703,Multi-Family,12531500.000000
201706,78721,Residential,14041400.000000
201706,78726,Irrigation - Residential,77000.000000
201706,78730,Residential,28981900.000000
201706,78750,Multi-Family,14510500.000000
201706,78703,Multi-Family,12338700.000000
201706,78721,Irrigation - Multi-Family,151100.000000
201706,78732,Residential,396500.000000
201706,78757,Irrigation - Multi-Family,293700.000000
201706,78702,Irrigation - Multi-Family,1237200.000000
201707,78652,Residential,3446100.000000
201707,78701,Irrigation - Multi-Family,815300.000000
201706,78751,Irrigation - Residential,99800.000000
201706,78747,Multi-Family,7669900.000000
201706,78705,Multi-Family,32289900.000000
201706,78737,Residential,9143700.000000
201706,78617,Irrigation - Residential,8000.000000
201706,78750,Residential,64000900.000000
201706,78722,Irrigation - Residential,0.000000
201706,78758,Residential,40958200.000000
201706,78702,Residential,26122500.000000
201706,78727,Irrigation - Residential,12200.000000
201706,78729,Multi-Family,22006900.000000
201706,78617,Irrigation - Multi-Family,6500.000000
201706,78736,Residential,13852600.000000
201706,78701,Residential,1021500.000000
201706,78746,Irrigation - Residential,492800.000000
201706,78747,Irrigation - Residential,18200.000000
201706,78617,Multi-Family,4388300.000000
201706,78717,Irrigation - Residential,43400.000000
201706,78756,Multi-Family,6544600.000000
201706,78731,Residential,66916800.000000
201707,78617,Irrigation - Multi-Family,10600.000000
201706,78717,Residential,43079900.000000
201706,78728,Irrigation - Multi-Family,2798900.000000
201706,78724,Residential,21398700.000000
201706,78701,Multi-Family,16944100.000000
201706,78739,Residential,49946300.000000
201706,78749,Multi-Family,17066700.000000
201706,78752,Multi-Family,20544300.000000
201706,78727,Multi-Family,22687000.000000
201707,78702,Irrigation - Residential,900.000000
201706,78723,Irrigation - Multi-Family,487200.000000
201706,78759,Residential,74333900.000000
201706,78757,Residential,35200200.000000
201706,78735,Irrigation - Multi-Family,3529800.000000
201706,78745,Irrigation - Multi-Family,5673400.000000
201706,78717,Multi-Family,14381800.000000
201706,78754,Multi-Family,17280000.000000
201706,78702,Multi-Family,12238000.000000
201707,78617,Multi-Family,5238800.000000
201706,78728,Irrigation - Residential,10600.000000
201706,78748,Residential,68575300.000000
201706,78723,Residential,35403600.000000
201706,78742,Irrigation - Multi-Family,111300.000000
201706,78652,Irrigation - Residential,105500.000000
201707,78702,Multi-Family,13377800.000000
201706,78735,Multi-Family,11265600.000000
201706,78754,Residential,26092400.000000
201706,78730,Multi-Family,5465400.000000
201706,78660,Irrigation - Residential,26300.000000
201706,78745,Multi-Family,34934200.000000
201706,78727,Irrigation - Multi-Family,6410800.000000
201707,78652,Irrigation - Residential,90100.000000
201706,78719,Residential,1627400.000000
201706,78759,Multi-Family,40032200.000000
201706,78752,Irrigation - Multi-Family,517200.000000
201706,78741,Irrigation - Multi-Family,3170400.000000
201706,78748,Multi-Family,22123200.000000
201706,78731,Multi-Family,19042800.000000
201706,78660,Residential,10827000.000000
201707,78701,Residential,1091300.000000
201706,78742,Residential,714400.000000
201706,78744,Irrigation - Residential,45500.000000
201706,78703,Irrigation - Multi-Family,614700.000000
201706,78723,Irrigation - Residential,13400.000000
201706,78705,Irrigation - Residential,115200.000000
201706,78753,Irrigation - Residential,100.000000
201706,78724,Multi-Family,12474400.000000
201706,78736,Irrigation - Multi-Family,1181800.000000
201706,78729,Irrigation - Residential,8600.000000
201706,78653,Residential,948300.000000
201706,78749,Irrigation - Multi-Family,5079000.000000
201707,78703,Irrigation - Multi-Family,772500.000000
201706,78726,Irrigation - Multi-Family,4446300.000000
201706,78750,Irrigation - Residential,39000.000000
201706,78744,Irrigation - Multi-Family,2936600.000000
201706,78746,Irrigation - Multi-Family,1170500.000000
201706,78731,Irrigation - Residential,493800.000000
201707,78660,Residential,12140700.000000
201706,78703,Residential,59589100.000000
201706,78758,Irrigation - Multi-Family,4332100.000000
201706,78736,Multi-Family,3651000.000000
201706,78653,Multi-Family,113300.000000
201707,78703,Residential,73953500.000000
201706,78704,Multi-Family,51725900.000000
201706,78721,Irrigation - Residential,5400.000000
201706,78726,Residential,22010500.000000
201706,78730,Irrigation - Residential,149000.000000
201707,78660,Irrigation - Residential,28400.000000
201707,78653,Residential,1206900.000000
201706,78757,Irrigation - Residential,80900.000000
201706,78759,Irrigation - Multi-Family,1266200.000000
201706,78751,Multi-Family,14084500.000000
201706,78739,Irrigation - Multi-Family,82700.000000
201706,78704,Irrigation - Residential,202300.000000
201706,78722,Residential,8156900.000000
201706,78754,Irrigation - Multi-Family,2806900.000000
201708,78717,Irrigation - Residential,43300.000000
201710,78742,Irrigation - Multi-Family,33400.000000
201710,78754,Irrigation - Multi-Family,4038500.000000
201707,78742,Residential,763300.000000
201711,78753,Irrigation - Residential,0.000000
201712,78749,Irrigation - Multi-Family,2207600.000000
201710,78705,Irrigation - Residential,67100.000000
201709,78745,Irrigation - Residential,122400.000000
201801,78717,Multi-Family,14860900.000000
201711,78752,Residential,10788400.000000
201708,78741,Residential,20431500.000000
201711,78721,Irrigation - Multi-Family,341500.000000
201709,78751,Irrigation - Multi-Family,748300.000000
201707,78717,Residential,59187800.000000
201711,78728,Irrigation - Multi-Family,2007600.000000
201708,78759,Irrigation - Multi-Family,2188700.000000
201712,78745,Residential,61528700.000000
201709,78757,Irrigation - Multi-Family,348700.000000
201709,78756,Multi-Family,9249800.000000
201709,78702,Residential,26921700.000000
201707,78705,Multi-Family,31883600.000000
201711,78732,Residential,228600.000000
201708,78736,Irrigation - Residential,26000.000000
201712,78727,Multi-Family,20321700.000000
201711,78757,Irrigation - Residential,28100.000000
201708,78704,Irrigation - Multi-Family,5850900.000000
